pr_number,ACT_number_of_comments,ACT_number_of_review_comments,CODE_number_of_commits,CODE_lines_of_code_changed,CODE_number_of_files_changed,ACT_number_of_reviewers,ACT_number_of_approvals,ACT_time_to_first_response,CONT_number_of_assignees,ACT_number_of_changes_requested,CONT_number_of_build_runs,CONT_number_of_build_failures,CONT_number_of_linked_issues,ACT_time_since_last_commit,CODE_test_coverage,CONT_number_of_reviews_requested,CODE_number_of_revisions,CODE_number_of_milestones,dependency_changes,CONT_repo,CONT_PR_text_wordiness,bug,ui,dependencies,submodules,type: code-quality,tests,openoffice/libreoffice,status: ready-for-review,jabcon,type: documentation,internationalization,ai,skip-verify-files,javascript,backport,docs,windows,platform-ios,tool,engine,a: desktop,framework,f: material design,f: cupertino,warning: land on red to fix tree breakage,a: tests,f: integration_test,a: text input,d: docs/,f: scrolling,a: accessibility,d: api docs,d: examples,f: routes,autosubmit,will affect goldens,c: tech-debt,c: flake,platform-android,cp: beta,cp: review,team,refactor,status: waiting review,scope: curriculum,scope: i18n,full stack cert,platform: learn,crowdin-sync,new english course,scope: tools/scripts,new javascript course,status: waiting update,platform: api,new python course,status: merge conflict,lgtm,🤖:bug,community,🤖:docs,🤖:nit,🤖:release,langchain,partner,documentation,test,author ready,needs-ci,dont-land-on-v18.x,dont-land-on-v20.x,strip-types,module,semver-minor,lib / src,notable-change,baking-for-lts,buffer,benchmark,doc,meta,commit-queue-squash,commit-queue-failed,build,lts-watch-v18.x,lts-watch-v20.x,c++,fs,permission,review wanted,esm,assert,tools,path,backport-requested-v22.x,release,test_runner,web-standards,experimental,backported-to-v22.x,sqlite,v23.x,stream,semver-major,v8 engine,fast-track,util,dont-land-on-v22.x,cares,vm,revert,crypto,webcrypto,http2,http,embedding,icu,v22.x,backport-open-v22.x,url,net,errors,github_actions,cli,process,deprecations,os,backport-open-v20.x,needs-benchmark-ci,backported-to-v18.x,v20.x,backport-requested-v20.x,coverage,backport-blocked-v20.x,python,v18.x,open source,topic: not user facing,merged,beta-accepted,merged-by-bors,rollup,beta-nominated,disposition-merge,finished-final-comment-period,to-announce,perf-regression,relnotes,perf-regression-triaged,llvm-main,c++ interop,🍒 release cherry pick,swift 6.1,run-slow,CONT_label_count,PR_Lifetime(hours),PR Lifetime,add,ani,branch,chang,checklist,close,contribut,descript,document,fix,follow,issu,like,make,new,pleas,pr,pull,read,request,test,thi,use,ORG_PRs Opened in Last 2 Weeks,ORG_PRs Closed in Last 2 Weeks,ORG_Open PRs at Open Date,ORG_Author PRs Opened,CONT_day_of_week,CONT_weekday
11666,10,30,72,5108,93,4,1,675.0,0,2,0,0,0,516148.308619,,0,72,0,False,2,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.1,4,0.0,0.2659130724951371,0.0,0.52073854148811,0.0,0.0,0.0,0.12807822061881471,0.39828189062052277,0.0,0.0,0.10800409412001867,0.0,0.0,0.27460467804549543,0.11470277062547571,0.11788519535079989,0.2391413271439349,0.0,0.23445900996602376,0.3077933239780959,0.08156300046903683,0.39422582466813555,56,28,2,7,3,1
11636,5,30,39,1268,7,5,2,323771.0,0,2,0,0,0,1459991.010547,,0,39,1,False,2,202,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,191.02333333333334,4,0.0,0.1294499675133957,0.0,0.4056037510068131,0.0,0.0,0.0,0.12470031159210715,0.6462961412943615,0.0,0.13821373979610624,0.10515561603618284,0.0,0.0,0.13368115496715918,0.11167762300543417,0.22955223021238144,0.2328342622603394,0.0,0.22827543556648366,0.39956752699608356,0.07941187442903906,0.0,59,59,9,12,4,1
11539,5,25,20,81,10,4,2,25728.0,0,5,0,0,0,3033956.65282,,0,20,0,False,2,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.3386111111111,4,0.1658608268567232,0.0,0.0,0.5516440929195975,0.0,0.18514561931829632,0.0,0.16959949237220837,0.5273996323802863,0.0,0.0,0.1430175985298202,0.0,0.0,0.0,0.0,0.15610202260068928,0.3166677948277926,0.0,0.31046753210816247,0.271717243051555,0.10800465066635041,0.0,19,45,2,0,5,0
11532,14,0,8,21,4,1,1,473.0,0,0,0,0,0,3445064.140276,,0,8,0,False,2,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205.93777777777777,4,0.0,0.17227965234188153,0.0,0.5398013962791133,0.0,0.0,0.0,0.16595853008452388,0.5160774158737589,0.1444847458942877,0.0,0.13994729639955508,0.0,0.0,0.0,0.1486271679732399,0.15275082402473458,0.3098695698887589,0.0,0.30380241442328476,0.2658840166602098,0.10568600658038994,0.17027391039418208,14,35,2,0,2,1
34412,3,12,9,132,1,5,1,176.0,0,0,0,0,0,291970.939847,,2,9,0,False,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.8986111111111,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,27,0,1,4,1
34009,3,1,3,36,2,2,1,1202323.0,0,0,0,0,0,1623512.889344,,1,3,0,False,3,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.9072222222222,4,0.10461327766670256,0.11104574915199779,0.0,0.08698451852595303,0.2366314846447584,0.11677676067086017,0.0,0.3209140902750741,0.11088212776361041,0.18626014890055342,0.0,0.0,0.0,0.0,0.4587015133641141,0.19160028462532464,0.39383245686497265,0.29959746894038314,0.0,0.293731438204366,0.3427600348180828,0.20436508228457798,0.10975291442566645,11,15,2,0,3,1
34271,6,0,3,2,2,1,1,196.0,0,0,0,0,0,1793237.232749,,0,3,0,False,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.40277777777777,4,0.23576779497112743,0.1251323541448345,0.0,0.0,0.26664915104364595,0.13159036778752523,0.0,0.24108223202914333,0.12494797671774963,0.10494400322965604,0.0,0.0,0.0,0.0,0.5168896662445294,0.21590556012342307,0.3328437795401515,0.3376026265807729,0.0,0.33099246598399884,0.28968040463785183,0.15352641619367494,0.0,11,16,2,0,0,1
33962,10,11,8,40,2,3,2,146.0,0,3,0,0,0,2423071.410287,,1,8,0,False,3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.4705555555555,4,0.13110556651166083,0.13916699845375705,0.0,0.0,0.14827804625187163,0.146349332557265,0.0,0.26812162882506646,0.138961941549926,0.11671435445295267,0.0,0.0,0.0,0.0,0.5748631828644044,0.12006059087274955,0.24678333630108587,0.37546759614999387,0.0,0.36811605053385704,0.32217049459213587,0.17074569299883988,0.0,5,13,1,0,0,1
34035,1,0,3,194,15,1,1,872681.0,0,0,0,0,0,2925605.594925,,0,3,0,False,3,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.41194444444446,4,0.07233940751332608,0.07678742010284778,0.0,0.06014923414451237,0.16362914708339144,0.16150075528977112,0.0,0.2219100258682167,0.07667427696694336,0.32199423236068253,0.0819859340683963,0.37425865544115583,0.0,0.07850091518226918,0.3964864265120386,0.13249036239299686,0.34041575821638814,0.2071697195521258,0.0,0.2708178627884205,0.35552453365887376,0.18842285031261066,0.22768029965685366,15,11,3,2,6,0
34011,9,3,1,134,7,2,1,6372.0,0,0,0,0,0,2925599.762282,,0,1,0,False,3,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.6797222222222,4,0.09964425192041741,0.10577118746289942,0.0,0.08285284115455133,0.22539172650117295,0.11122998168368407,0.0,0.3056709929122039,0.10561533792632354,0.1774129786747768,0.0,0.0,0.0,0.0,0.4369136516260651,0.18249946330958228,0.3751258102371931,0.2853668897071271,0.0,0.27977948954655785,0.408099096255243,0.19465794588503685,0.20907952217832151,12,12,2,1,3,1
51715,7,7,3,5,1,3,1,4.0,0,0,0,0,0,101820.522857,,0,3,0,False,4,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851.9497222222222,4,0.0,0.0,0.38662335447154694,0.2903392903667159,0.1316391669353648,0.2598537640111623,0.11882703928068696,0.0,0.12336846002327344,0.41446945864089146,0.0,0.3010899860983518,0.12702777690478614,0.12630751015271335,0.25517772997068766,0.21317621271337625,0.0,0.33333485851608524,0.11913658931797418,0.3268082595686476,0.09533948009903703,0.07579281408249981,0.0,68,62,6,0,2,1
